,WELLNAME,X,Y,Z_top,Z_bottom,YEAR,TYPE,KB,TD
293,Well-112,49374.99817699126,91624.9969291401,7957.065674,8112.031982,2034,producer,0,10000
294,Well-113,48124.99912949123,92874.99716718889,8055.362427,8207.815186,2034,producer,0,10000
295,Well-114,50624.998415040056,92874.99716718889,8011.307251,8166.098022,2034,producer,0,10000
296,Well-115,38124.99841504005,62874.998000816864,7854.433838,8038.232666,2034,producer,0,10000
297,Well-116,40624.99889144244,62874.998000816864,7825.141724,8018.846558,2034,producer,0,10000
298,Well-117,39374.99865308885,64124.99794107607,7788.131714,7979.424438,2034,producer,0,10000
299,Well-118,38124.99841504005,65374.99788164007,7777.940308,7964.915405,2034,producer,0,10000
300,Well-119,40624.99889144244,65374.99788164007,7715.796021,7914.597412,2034,producer,0,10000
301,Well-120,39374.99865308885,66624.99811968885,7690.974609,7885.175049,2034,producer,0,10000
302,Well-121,38124.99841504005,67874.99776246327,7699.551514,7887.970825,2034,producer,0,10000
303,Well-122,40624.99889144244,67874.99776246327,7596.913452,7797.325073,2034,producer,0,10000
304,Well-123,39374.99865308885,69124.99740523768,7590.849121,7784.767578,2034,producer,0,10000
305,Well-124,41874.99853421685,69124.99740523768,7504.783447,7709.720215,2034,producer,0,10000
306,Well-125,46874.99770058888,69124.99740523768,7587.783813,7801.970337,2034,producer,0,10000
307,Well-126,41874.99853421685,66624.99811968885,7636.401489,7842.153809,2034,producer,0,10000
308,Well-127,36874.99877226564,66624.99811968885,7801.547363,7983.242432,2034,producer,0,10000
309,Well-128,33124.998950878435,70374.99764359128,8021.917358,8189.63208,2035,producer,0,10000
310,Well-129,35624.999129491225,70374.99764359128,7839.559204,8016.078247,2035,producer,0,10000
311,Well-130,34374.998891137635,71624.99788164007,7944.161377,8115.522095,2035,producer,0,10000
312,Well-131,33124.998950878435,72874.99752441447,8035.025757,8201.78833,2035,producer,0,10000
313,Well-132,35624.999129491225,72874.99752441447,7856.241577,8029.735718,2035,producer,0,10000
314,Well-133,34374.998891137635,74124.99776246327,7977.576782,8144.774414,2035,producer,0,10000
315,Well-134,33124.998950878435,75374.99859609125,8081.936768,8243.105469,2035,producer,0,10000
316,Well-135,35624.999129491225,75374.99859609125,7913.462402,8080.233765,2035,producer,0,10000
317,Well-136,33124.998950878435,62874.998000816864,8032.859009,8191.962524,2035,producer,0,10000
318,Well-137,35624.999129491225,62874.998000816864,7929.270996,8100.994751,2035,producer,0,10000
319,Well-138,34374.998891137635,64124.99794107607,7963.107178,8129.080322,2035,producer,0,10000
320,Well-139,33124.998950878435,65374.99788164007,8018.717529,8179.755859,2035,producer,0,10000
321,Well-140,35624.999129491225,65374.99788164007,7888.09668,8062.112793,2035,producer,0,10000
322,Well-141,34374.998891137635,66624.99811968885,7946.173706,8115.511963,2035,producer,0,10000
323,Well-142,33124.998950878435,67874.99776246327,8020.905029,8186.058594,2035,producer,0,10000
324,Well-143,35624.999129491225,67874.99776246327,7859.035156,8035.418579,2035,producer,0,10000
325,Well-144,36874.99877226564,69124.99740523768,7749.88623,7932.201538,2035,producer,0,10000
326,Well-145,36874.99877226564,71624.99788164007,7727.002563,7907.118774,2035,producer,0,10000
327,Well-146,36874.99877226564,74124.99776246327,7768.56189,7943.055786,2035,producer,0,10000
328,Well-147,41874.99853421685,74124.99776246327,7433.681885,7626.19043,2035,producer,0,10000
329,Well-148,41874.99853421685,71624.99788164007,7418.622681,7618.495605,2035,producer,0,10000
330,Well-149,34374.998891137635,76624.99764359128,8044.847046,8204.311768,2036,producer,0,10000
331,Well-150,35624.999129491225,77874.9966910913,7997.397095,8155.217895,2036,producer,0,10000
332,Well-151,36874.99877226564,76624.99764359128,7842.228394,8008.190552,2036,producer,0,10000
333,Well-152,38124.99841504005,77874.9966910913,7770.025757,7935.116943,2036,producer,0,10000
334,Well-153,39374.99865308885,76624.99764359128,7622.608521,7796.992676,2036,producer,0,10000
335,Well-154,40624.99889144244,77874.9966910913,7581.54773,7755.081787,2036,producer,0,10000
336,Well-155,41874.99853421685,76624.99764359128,7483.607178,7666.510254,2036,producer,0,10000
337,Well-156,36874.99877226564,79124.99811968885,7946.144043,8102.668701,2036,producer,0,10000
338,Well-157,38124.99841504005,80374.99716718889,7893.293457,8049.109375,2036,producer,0,10000
339,Well-158,39374.99865308885,79124.99811968885,7720.561401,7884.847778,2036,producer,0,10000
340,Well-159,40624.99889144244,80374.99716718889,7698.416382,7861.861694,2036,producer,0,10000
341,Well-160,41874.99853421685,79124.99811968885,7562.589722,7734.682373,2036,producer,0,10000
342,Well-161,39374.99865308885,81624.9974052377,7850.058838,8005.695312,2036,producer,0,10000
343,Well-162,41874.99853421685,81624.9974052377,7666.900391,7829.267334,2036,producer,0,10000
344,Well-163,40624.99889144244,82874.99764359127,7806.575806,7962.138061,2036,producer,0,10000
345,Well-164,41874.99853421685,84124.99669109129,7772.71936,7928.019531,2036,producer,0,10000
346,Well-165,40624.99889144244,85374.99811968887,7921.990234,8072.531616,2036,producer,0,10000
347,Well-166,41874.99853421685,86624.99716718889,7899.660522,8050.643066,2036,producer,0,10000
348,Well-167,44374.998415040056,86624.99716718889,7751.793579,7906.24353,2036,producer,0,10000
349,Well-168,43124.99817699126,87874.99621468893,7896.105347,8047.427978,2036,producer,0,10000
350,Well-169,46874.99770058888,74124.99776246327,7442.94104,7638.822266,2037,producer,0,10000
351,Well-170,46874.99770058888,76624.99764359128,7415.930542,7605.090576,2037,producer,0,10000
352,Well-171,44374.998415040056,79124.99811968885,7459.310181,7637.13501,2037,producer,0,10000
353,Well-172,46874.99770058888,79124.99811968885,7431.981812,7611.826294,2037,producer,0,10000
354,Well-173,49374.99817699126,79124.99811968885,7522.61731,7701.3302,2037,producer,0,10000
355,Well-174,51874.99865308885,79124.99811968885,7662.177002,7839.856811,2037,producer,0,10000
356,Well-175,54374.99912949123,79124.99811968885,7758.878296,7937.31665,2037,producer,0,10000
357,Well-176,56874.99722449129,81624.9974052377,7799.476074,7977.93811,2037,producer,0,10000
358,Well-177,51874.99865308885,81624.9974052377,7635.44751,7806.648804,2037,producer,0,10000
359,Well-178,46874.99770058888,81624.9974052377,7491.75769,7661.531494,2037,producer,0,10000
360,Well-179,46874.99770058888,84124.99669109129,7578.302002,7740.023437,2037,producer,0,10000
361,Well-180,56874.99722449129,84124.99669109129,7806.711182,7982.457642,2037,producer,0,10000
362,Well-181,61874.99817699126,86624.99716718889,7888.884155,8064.231812,2037,producer,0,10000
363,Well-182,59374.99770058888,86624.99716718889,7854.89148,8029.66687,2037,producer,0,10000
364,Well-183,56874.99722449129,86624.99716718889,7802.255981,7974.204346,2037,producer,0,10000
365,Well-184,54374.99912949123,86624.99716718889,7747.176758,7914.625244,2037,producer,0,10000
366,Well-185,51874.99865308885,86624.99716718889,7678.53479,7840.837402,2037,producer,0,10000
367,Well-186,49374.99817699126,86624.99716718889,7662.384277,7821.2771,2037,producer,0,10000
368,Well-187,46874.99770058888,86624.99716718889,7691.886597,7848.829346,2037,producer,0,10000
369,Well-188,45624.99865308885,87874.99621468893,7784.499023,7938.734741,2037,producer,0,10000
370,Well-189,56874.99722449129,79124.99811968885,7836.628418,8016.420776,2038,producer,0,10000
371,Well-190,51874.99865308885,76624.99764359128,7721.91687,7904.331055,2038,producer,0,10000
372,Well-191,56874.99722449129,76624.99764359128,7937.834229,8117.817139,2038,producer,0,10000
373,Well-192,51874.99865308885,74124.99776246327,7841.63623,8026.612793,2038,producer,0,10000
374,Well-193,56874.99722449129,74124.99776246327,8037.734985,8218.310059,2038,producer,0,10000
375,Well-194,51874.99865308885,71624.99788164007,7919.235962,8108.831299,2038,producer,0,10000
376,Well-195,56874.99722449129,71624.99788164007,8066.847168,8247.433105,2038,producer,0,10000
377,Well-196,51874.99865308885,69124.99740523768,7948.479126,8144.302978,2038,producer,0,10000
378,Well-197,53124.99770058888,70374.99764359128,7991.827881,8181.249756,2038,producer,0,10000
379,Well-198,54374.99912949123,69124.99740523768,8033.741455,8220.879883,2038,producer,0,10000
380,Well-199,55624.99817699126,70374.99764359128,8046.844849,8230.012939,2038,producer,0,10000
381,Well-200,56874.99722449129,69124.99740523768,8056.313355,8236.360352,2038,producer,0,10000
382,Well-201,51874.99865308885,66624.99811968885,7996.200195,8192.687378,2038,producer,0,10000
383,Well-202,53124.99770058888,67874.99776246327,8019.22998,8211.198486,2038,producer,0,10000
384,Well-203,54374.99912949123,66624.99811968885,8042.519287,8229.146973,2038,producer,0,10000
385,Well-204,55624.99817699126,67874.99776246327,8047.489136,8230.782959,2038,producer,0,10000
386,Well-205,56874.99722449129,66624.99811968885,8070.42688,8249.775146,2038,producer,0,10000
387,Well-206,51874.99865308885,64124.99794107607,8038.611938,8229.133789,2038,producer,0,10000
388,Well-207,53124.99770058888,65374.99788164007,8036.154297,8225.371582,2038,producer,0,10000
389,Well-208,54374.99912949123,64124.99794107607,8057.130249,8239.965332,2038,producer,0,10000
390,Well-209,31874.99901031443,64124.99794107607,8080.773682,8234.524658,2039,producer,0,10000
391,Well-210,36874.99877226564,64124.99794107607,7856.204956,8035.451294,2039,producer,0,10000
392,Well-211,41874.99853421685,64124.99794107607,7764.01709,7965.211182,2039,producer,0,10000
393,Well-212,44374.998415040056,64124.99794107607,7775.365479,7982.88623,2039,producer,0,10000
394,Well-213,46874.99770058888,64124.99794107607,7851.981445,8058.934814,2039,producer,0,10000
395,Well-214,49374.99817699126,64124.99794107607,7969.212891,8169.09021,2039,producer,0,10000
396,Well-215,53124.99770058888,62874.998000816864,8071.578369,8254.684814,2039,producer,0,10000
397,Well-216,50624.998415040056,62874.998000816864,8056.903931,8247.35791,2039,producer,0,10000
398,Well-217,48124.99912949123,62874.998000816864,7983.781128,8182.126953,2039,producer,0,10000
399,Well-218,45624.99865308885,62874.998000816864,7885.944702,8088.581299,2039,producer,0,10000
400,Well-219,43124.99817699126,62874.998000816864,7835.116211,8035.721924,2039,producer,0,10000
401,Well-220,31874.99901031443,61624.99806025287,8086.763916,8241.520752,2039,producer,0,10000
402,Well-221,34374.998891137635,61624.99806025287,7998.104736,8163.470947,2039,producer,0,10000
403,Well-222,36874.99877226564,61624.99806025287,7917.68042,8094.51477,2039,producer,0,10000
404,Well-223,39374.99865308885,61624.99806025287,7881.932739,8068.560059,2039,producer,0,10000
405,Well-224,41874.99853421685,61624.99806025287,7884.70166,8078.419189,2039,producer,0,10000
406,Well-225,44374.998415040056,61624.99806025287,7936.389282,8133.481689,2039,producer,0,10000
407,Well-226,46874.99770058888,61624.99806025287,8014.103027,8209.438232,2039,producer,0,10000
408,Well-227,49374.99817699126,61624.99806025287,8086.064941,8275.400146,2039,producer,0,10000
409,Well-228,51874.99865308885,61624.99806025287,8104.700684,8287.337158,2039,producer,0,10000
410,Well-229,33124.998950878435,60374.99811968886,8057.502075,8218.461182,2040,producer,0,10000
411,Well-230,35624.999129491225,60374.99811968886,7982.164429,8153.125977,2040,producer,0,10000
412,Well-231,38124.99841504005,60374.99811968886,7940.094482,8120.336914,2040,producer,0,10000
413,Well-232,40624.99889144244,60374.99811968886,7931.12439,8118.490601,2040,producer,0,10000
414,Well-233,43124.99817699126,60374.99811968886,7970.037476,8161.492187,2040,producer,0,10000
415,Well-234,45624.99865308885,60374.99811968886,8046.6604,8238.211182,2040,producer,0,10000
416,Well-235,48124.99912949123,60374.99811968886,8117.458862,8305.041504,2040,producer,0,10000
417,Well-236,44374.998415040056,59124.99803038246,8072.320679,8259.890625,2040,producer,0,10000
418,Well-237,41874.99853421685,59124.99803038246,8007.220581,8193.408813,2040,producer,0,10000
419,Well-238,39374.99865308885,59124.99803038246,7990.834717,8172.503296,2040,producer,0,10000
420,Well-239,36874.99877226564,59124.99803038246,8000.214966,8175.054077,2040,producer,0,10000
421,Well-240,34374.998891137635,59124.99803038246,8041.809692,8208.452637,2040,producer,0,10000
422,Well-241,35624.999129491225,57874.99809012326,8053.241821,8223.922119,2040,producer,0,10000
423,Well-242,38124.99841504005,57874.99809012326,8045.726196,8222.48584,2040,producer,0,10000
424,Well-243,40624.99889144244,57874.99809012326,8054.862671,8236.22583,2040,producer,0,10000
425,Well-244,44374.998415040056,89124.99764359127,7909.11084,8060.767456,2040,producer,0,10000
426,Well-245,46874.99770058888,89124.99764359127,7834.504883,7988.837402,2040,producer,0,10000
427,Well-246,51874.99865308885,89124.99764359127,7760.10022,7920.516235,2040,producer,0,10000
428,Well-247,56874.99722449129,89124.99764359127,7820.286987,7987.824585,2040,producer,0,10000
429,Well-248,51874.99865308885,91624.9969291401,7906.380615,8064.149414,2040,producer,0,10000
